user_id,user_location,traveler_type,review_title,review_date,review_score,review
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
nicola J j,Haliburton,Friends,Line ups,"June 6, 2013",2,"The view was nice, but the lineups were disappointing. We lined up, to get to a line up to get on an elevator. To get into a line up, to move to.., you guessed it another line up..
It is not worth wasting your time...More"
MsBunny2011,San Ramon,Friends,You gotta be kidding!,"September 14, 2012",2,"We purchased tickets thinking maybe a 45 min. experience...It was not...The wait in line up - the wait in line down - some photographer who mid-line stops all as a vendor taking pictures? Got to the top, frankly, not much of a view (I surmise...More"
Steve2407,"Melbourne, Australia",Friends,"Long queues, hidden queues & more queues.","September 2, 2012",2,"The view at the top is good but not spectacular, and not the best in NY. The annoying thing is the queues! Each one leads to another, there are about 4 or 5 different queues in total before you get to the observations deck. I...More"
Schippers,"Tulsa, Oklahoma",Friends,Not impressed,"August 19, 2014",2,"Went at 8pm, so we could see NYC at night. Just beautiful. However, there were so many people up there we couldn't turn around. People pushing to get pictures. It was extremely hot with the mass of people there."
Kristy F,"Kitchener, Canada",Friends,BORING.....,"April 7, 2014",2,Don't waste your time and money - we waited FOREVER to get there and it's not near as good as Empire state building and then you get to wait FOREVER to get back down - booooooo
singlegirly,"Southampton, United Kingdom",Friends,2hr wait!,"December 27, 2013",2,Tried to get in here but a 2 hr wait just wasn't for us! Will try again next visit after hearing good reports but in this occasion we were left disappointed.
Demetris T,"London, United Kingdom",Friends,disappointed,"October 16, 2013",2,"service when buying ticket was terrible , couldnt understand the person properly and when i asked for a 10am slot the next day found he booked us a 10pm slot. strange when we asked what time they opened in the morning and he said 8...More"
PaulaP_11,"Toronto, Canada",Friends,Ho Hum,"August 27, 2013",2,"Save your money and spend it on something else. If you've been/seen one Observation Deck, you've been/seen them all. The imposed ""photo"" taking at the start (which you can later purchase as a souvenir of your mediocre time) is way too cruise ship for my...More"
TMCNEWS,"Elyria, Ohio",Friends,BEWARE OF OVERCROWDING,"July 23, 2013",2,"I have been to the Top of the Rock twice, once a couple years ago in the fall and most recently on July 7th. When I was there a couple years ago we were able to get up to the top fairly quickly and roam...More"
Jo W,"Christchurch, New Zealand",Friends,Hmmmmm...,"June 27, 2013",2,"Over-rated I think - had to wait ages to get up there, it was raining so we weren't allowed outside, would not recommend it."
